DEATH_YEAR,WEEK_NUM,FIPS,COUNTY,NUMBER_OF_DEATHS
2019,9,11,APPOMATTOX           ,3
2019,10,11,APPOMATTOX           ,3
2019,11,11,APPOMATTOX           ,1
2019,14,11,APPOMATTOX           ,0
2019,15,11,APPOMATTOX           ,4
2019,16,11,APPOMATTOX           ,1
2019,17,11,APPOMATTOX           ,4
2019,18,11,APPOMATTOX           ,4
2019,19,11,APPOMATTOX           ,0
2019,20,11,APPOMATTOX           ,5
2019,21,11,APPOMATTOX           ,1
2019,22,11,APPOMATTOX           ,1
2019,23,11,APPOMATTOX           ,0
2019,25,11,APPOMATTOX           ,4
2019,26,11,APPOMATTOX           ,1
2019,27,11,APPOMATTOX           ,2
2019,28,11,APPOMATTOX           ,2
2019,29,11,APPOMATTOX           ,2
2019,30,11,APPOMATTOX           ,3
2019,31,11,APPOMATTOX           ,1
2019,32,11,APPOMATTOX           ,1
2019,33,11,APPOMATTOX           ,5
2019,34,11,APPOMATTOX           ,4
2019,35,11,APPOMATTOX           ,2
2019,36,11,APPOMATTOX           ,0
2019,37,11,APPOMATTOX           ,4
2019,38,11,APPOMATTOX           ,0
2019,41,11,APPOMATTOX           ,0
2019,42,11,APPOMATTOX           ,4
2019,43,11,APPOMATTOX           ,1
2019,44,11,APPOMATTOX           ,4
2019,45,11,APPOMATTOX           ,3
2019,48,11,APPOMATTOX           ,0
2019,49,11,APPOMATTOX           ,1
2019,51,11,APPOMATTOX           ,3
2019,52,11,APPOMATTOX           ,2
2019,53,11,APPOMATTOX           ,0
2019,1,13,ARLINGTON            ,26
2019,2,13,ARLINGTON            ,28
2019,3,13,ARLINGTON            ,34
2019,4,13,ARLINGTON            ,23
2019,5,13,ARLINGTON            ,29
2019,6,13,ARLINGTON            ,22
2019,7,13,ARLINGTON            ,28
2019,8,13,ARLINGTON            ,31
2019,9,13,ARLINGTON            ,32
2019,10,13,ARLINGTON            ,27
2019,11,13,ARLINGTON            ,20
2019,12,13,ARLINGTON            ,32
2019,13,13,ARLINGTON            ,21
2019,14,13,ARLINGTON            ,35
2019,15,13,ARLINGTON            ,22
2019,16,13,ARLINGTON            ,35
2019,17,13,ARLINGTON            ,26
2019,18,13,ARLINGTON            ,24
2019,19,13,ARLINGTON            ,24
2019,20,13,ARLINGTON            ,23
2019,21,13,ARLINGTON            ,30
2019,22,13,ARLINGTON            ,21
2019,23,13,ARLINGTON            ,23
2019,24,13,ARLINGTON            ,20
2019,25,13,ARLINGTON            ,24
2019,26,13,ARLINGTON            ,27
2019,27,13,ARLINGTON            ,19
2019,28,13,ARLINGTON            ,36
2019,29,13,ARLINGTON            ,19
2019,30,13,ARLINGTON            ,28
2019,31,13,ARLINGTON            ,20
2019,32,13,ARLINGTON            ,34
2019,33,13,ARLINGTON            ,25
2019,34,13,ARLINGTON            ,25
2019,35,13,ARLINGTON            ,26
2019,36,13,ARLINGTON            ,29
2019,37,13,ARLINGTON            ,22
2019,38,13,ARLINGTON            ,27
2019,39,13,ARLINGTON            ,26
2019,40,13,ARLINGTON            ,32
2019,41,13,ARLINGTON            ,29
2019,42,13,ARLINGTON            ,18
2019,43,13,ARLINGTON            ,26
2019,44,13,ARLINGTON            ,23
2019,45,13,ARLINGTON            ,26
2019,46,13,ARLINGTON            ,18
2019,47,13,ARLINGTON            ,24
2019,48,13,ARLINGTON            ,33
2019,49,13,ARLINGTON            ,30
2019,50,13,ARLINGTON            ,28
2019,51,13,ARLINGTON            ,35
2019,52,13,ARLINGTON            ,23
2019,53,13,ARLINGTON            ,3
2019,1,15,AUGUSTA              ,15
2019,2,15,AUGUSTA              ,18
2019,3,15,AUGUSTA              ,17
2019,4,15,AUGUSTA              ,24
2019,5,15,AUGUSTA              ,15
2019,6,15,AUGUSTA              ,20
2019,7,15,AUGUSTA              ,9
2019,8,15,AUGUSTA              ,12
2019,9,15,AUGUSTA              ,22
2019,10,15,AUGUSTA              ,23
2019,11,15,AUGUSTA              ,14
2019,12,15,AUGUSTA              ,9
2019,13,15,AUGUSTA              ,22
2019,14,15,AUGUSTA              ,20
2019,15,15,AUGUSTA              ,20
2019,16,15,AUGUSTA              ,18
2019,17,15,AUGUSTA              ,11
2019,18,15,AUGUSTA              ,19
2019,19,15,AUGUSTA              ,19
2019,20,15,AUGUSTA              ,15
2019,21,15,AUGUSTA              ,22
2019,22,15,AUGUSTA              ,20
2019,23,15,AUGUSTA              ,26
2019,24,15,AUGUSTA              ,15
2019,25,15,AUGUSTA              ,18
2019,26,15,AUGUSTA              ,24
2019,27,15,AUGUSTA              ,6
2019,28,15,AUGUSTA              ,15
2019,29,15,AUGUSTA              ,17
2019,30,15,AUGUSTA              ,17
2019,31,15,AUGUSTA              ,18
2019,32,15,AUGUSTA              ,13
2019,33,15,AUGUSTA              ,18
2019,34,15,AUGUSTA              ,17
2019,35,15,AUGUSTA              ,15
2019,36,15,AUGUSTA              ,16
2019,37,15,AUGUSTA              ,12
2019,38,15,AUGUSTA              ,22
2019,39,15,AUGUSTA              ,18
2019,40,15,AUGUSTA              ,18
2019,41,15,AUGUSTA              ,23
2019,42,15,AUGUSTA              ,15
2019,43,15,AUGUSTA              ,17
2019,44,15,AUGUSTA              ,16
2019,45,15,AUGUSTA              ,20
2019,46,15,AUGUSTA              ,19
2019,47,15,AUGUSTA              ,21
2019,48,15,AUGUSTA              ,10
2019,49,15,AUGUSTA              ,24
2019,50,15,AUGUSTA              ,17
2019,51,15,AUGUSTA              ,18
2019,52,15,AUGUSTA              ,20
2019,53,15,AUGUSTA              ,1
2019,1,17,BATH                 ,1
2019,2,17,BATH                 ,4
2019,3,17,BATH                 ,1
2019,4,17,BATH                 ,3
2019,5,17,BATH                 ,1
2019,6,17,BATH                 ,3
2019,7,17,BATH                 ,0
2019,8,17,BATH                 ,4
2019,9,17,BATH                 ,2
2019,11,17,BATH                 ,0
2019,12,17,BATH                 ,4
2019,13,17,BATH                 ,0
2019,14,17,BATH                 ,4
2019,15,17,BATH                 ,1
2019,16,17,BATH                 ,3
2019,17,17,BATH                 ,3
2019,18,17,BATH                 ,4
2019,19,17,BATH                 ,0
2019,22,17,BATH                 ,2
2019,24,17,BATH                 ,2
2019,25,17,BATH                 ,3
2019,26,17,BATH                 ,4
2019,28,17,BATH                 ,4
2019,29,17,BATH                 ,0
2019,30,17,BATH                 ,2
2019,31,17,BATH                 ,1
2019,33,17,BATH                 ,0
2019,35,17,BATH                 ,2
2019,36,17,BATH                 ,4
2019,40,17,BATH                 ,3
2019,41,17,BATH                 ,2
2019,43,17,BATH                 ,3
2019,44,17,BATH                 ,3
2019,47,17,BATH                 ,1
2019,48,17,BATH                 ,2
2019,49,17,BATH                 ,0
2019,51,17,BATH                 ,2
2019,52,17,BATH                 ,1
2019,1,19,BEDFORD              ,12
2019,2,19,BEDFORD              ,9
2019,3,19,BEDFORD              ,11
2019,4,19,BEDFORD              ,11
2019,5,19,BEDFORD              ,8
2019,6,19,BEDFORD              ,14
2019,7,19,BEDFORD              ,12
2019,8,19,BEDFORD              ,13
2019,9,19,BEDFORD              ,12
2019,10,19,BEDFORD              ,10
2019,11,19,BEDFORD              ,8
2019,12,19,BEDFORD              ,7
2019,13,19,BEDFORD              ,6
2019,14,19,BEDFORD              ,6
2019,15,19,BEDFORD              ,10
2019,16,19,BEDFORD              ,9
2019,17,19,BEDFORD              ,7
2019,18,19,BEDFORD              ,8
2019,19,19,BEDFORD              ,10
2019,20,19,BEDFORD              ,7
2019,21,19,BEDFORD              ,5
2019,22,19,BEDFORD              ,10
2019,23,19,BEDFORD              ,9
2019,24,19,BEDFORD              ,12
2019,25,19,BEDFORD              ,10
2019,26,19,BEDFORD              ,13
2019,27,19,BEDFORD              ,15
2019,28,19,BEDFORD              ,17
2019,29,19,BEDFORD              ,11
2019,30,19,BEDFORD              ,7
2019,31,19,BEDFORD              ,11
2019,32,19,BEDFORD              ,4
2019,33,19,BEDFORD              ,14
2019,34,19,BEDFORD              ,12
2019,35,19,BEDFORD              ,14
2019,36,19,BEDFORD              ,7
2019,37,19,BEDFORD              ,12
2019,38,19,BEDFORD              ,13
2019,39,19,BEDFORD              ,2
2019,40,19,BEDFORD              ,17
2019,41,19,BEDFORD              ,9
2019,42,19,BEDFORD              ,8
2019,43,19,BEDFORD              ,9
2019,44,19,BEDFORD              ,12
2019,45,19,BEDFORD              ,13
2019,46,19,BEDFORD              ,10
2019,47,19,BEDFORD              ,17
2019,48,19,BEDFORD              ,13
2019,49,19,BEDFORD              ,17
2019,50,19,BEDFORD              ,6
2019,51,19,BEDFORD              ,16
2019,52,19,BEDFORD              ,11
2019,53,19,BEDFORD              ,1
2019,5,21,BLAND                ,4
2019,6,21,BLAND                ,0
2019,7,21,BLAND                ,2
2019,11,21,BLAND                ,1
2019,12,21,BLAND                ,2
2019,13,21,BLAND                ,0
2019,16,21,BLAND                ,2
2019,17,21,BLAND                ,0
2019,18,21,BLAND                ,4
2019,19,21,BLAND                ,3
2019,21,21,BLAND                ,0
2019,22,21,BLAND                ,1
2019,25,21,BLAND                ,3
2019,26,21,BLAND                ,3
2019,27,21,BLAND                ,3
2019,28,21,BLAND                ,2
2019,29,21,BLAND                ,3
2019,30,21,BLAND                ,1
2019,35,21,BLAND                ,1
2019,37,21,BLAND                ,1
2019,38,21,BLAND                ,0
2019,40,21,BLAND                ,4
2019,41,21,BLAND                ,3
2019,42,21,BLAND                ,1
2019,43,21,BLAND                ,4
2019,44,21,BLAND                ,0
2019,45,21,BLAND                ,0
2019,46,21,BLAND                ,3
2019,48,21,BLAND                ,4
2019,49,21,BLAND                ,1
2019,52,21,BLAND                ,4
2019,1,23,BOTETOURT            ,2
2019,2,23,BOTETOURT            ,3
2019,3,23,BOTETOURT            ,5
2019,5,23,BOTETOURT            ,7
2019,6,23,BOTETOURT            ,5
2019,7,23,BOTETOURT            ,5
2019,8,23,BOTETOURT            ,5
2019,9,23,BOTETOURT            ,5
2019,10,23,BOTETOURT            ,8
2019,11,23,BOTETOURT            ,2
2019,12,23,BOTETOURT            ,5
2019,13,23,BOTETOURT            ,3
2019,14,23,BOTETOURT            ,3
2019,15,23,BOTETOURT            ,6
2019,16,23,BOTETOURT            ,0
2019,17,23,BOTETOURT            ,3
2019,18,23,BOTETOURT            ,1
2019,19,23,BOTETOURT            ,3
2019,20,23,BOTETOURT            ,1
2019,21,23,BOTETOURT            ,3
2019,22,23,BOTETOURT            ,2
2019,23,23,BOTETOURT            ,6
2019,24,23,BOTETOURT            ,7
2019,25,23,BOTETOURT            ,5
2019,26,23,BOTETOURT            ,0
2019,27,23,BOTETOURT            ,1
2019,28,23,BOTETOURT            ,8
2019,29,23,BOTETOURT            ,5
2019,30,23,BOTETOURT            ,4
2019,31,23,BOTETOURT            ,1
2019,32,23,BOTETOURT            ,3
2019,33,23,BOTETOURT            ,5
2019,34,23,BOTETOURT            ,0
2019,35,23,BOTETOURT            ,6
2019,36,23,BOTETOURT            ,0
2019,37,23,BOTETOURT            ,6
2019,38,23,BOTETOURT            ,4
2019,39,23,BOTETOURT            ,3
2019,40,23,BOTETOURT            ,3
2019,41,23,BOTETOURT            ,7
2019,42,23,BOTETOURT            ,6
2019,43,23,BOTETOURT            ,5
2019,44,23,BOTETOURT            ,0
2019,45,23,BOTETOURT            ,3
2019,46,23,BOTETOURT            ,7
2019,47,23,BOTETOURT            ,4
2019,48,23,BOTETOURT            ,7
2019,49,23,BOTETOURT            ,8
2019,50,23,BOTETOURT            ,5
2019,51,23,BOTETOURT            ,7
2019,52,23,BOTETOURT            ,9
2019,53,23,BOTETOURT            ,1
2019,1,520,BRISTOL                     ,0
2019,2,520,BRISTOL                     ,1
2019,3,520,BRISTOL                     ,2
2019,4,520,BRISTOL                     ,1
2019,5,520,BRISTOL                     ,5
2019,6,520,BRISTOL                     ,3
2019,7,520,BRISTOL                     ,1
2019,8,520,BRISTOL                     ,3
2019,9,520,BRISTOL                     ,1
2019,10,520,BRISTOL                     ,8
2019,11,520,BRISTOL                     ,3
2019,12,520,BRISTOL                     ,2
2019,13,520,BRISTOL                     ,1
2019,14,520,BRISTOL                     ,0
2019,15,520,BRISTOL                     ,1
2019,16,520,BRISTOL                     ,4
2019,17,520,BRISTOL                     ,0
2019,18,520,BRISTOL                     ,3
2019,19,520,BRISTOL                     ,4
2019,20,520,BRISTOL                     ,4
2019,21,520,BRISTOL                     ,2
2019,22,520,BRISTOL                     ,1
2019,23,520,BRISTOL                     ,4
2019,24,520,BRISTOL                     ,1
2019,25,520,BRISTOL                     ,3
2019,26,520,BRISTOL                     ,5
2019,27,520,BRISTOL                     ,4
2019,28,520,BRISTOL                     ,0
2019,29,520,BRISTOL                     ,3
2019,30,520,BRISTOL                     ,0
2019,31,520,BRISTOL                     ,4
2019,33,520,BRISTOL                     ,5
2019,34,520,BRISTOL                     ,8
2019,35,520,BRISTOL                     ,1
2019,36,520,BRISTOL                     ,2
2019,37,520,BRISTOL                     ,7
2019,38,520,BRISTOL                     ,4
2019,39,520,BRISTOL                     ,0
2019,40,520,BRISTOL                     ,3
2019,42,520,BRISTOL                     ,5
2019,43,520,BRISTOL                     ,4
2019,44,520,BRISTOL                     ,0
2019,45,520,BRISTOL                     ,1
2019,46,520,BRISTOL                     ,4
2019,47,520,BRISTOL                     ,1
2019,48,520,BRISTOL                     ,1
2019,49,520,BRISTOL                     ,6
2019,50,520,BRISTOL                     ,0
2019,51,520,BRISTOL                     ,1
2019,52,520,BRISTOL                     ,3
2019,53,520,BRISTOL                     ,3
2019,1,25,BRUNSWICK            ,4
2019,2,25,BRUNSWICK            ,5
2019,4,25,BRUNSWICK            ,3
2019,5,25,BRUNSWICK            ,1
2019,6,25,BRUNSWICK            ,0
2019,7,25,BRUNSWICK            ,7
2019,8,25,BRUNSWICK            ,0
2019,9,25,BRUNSWICK            ,1
2019,10,25,BRUNSWICK            ,1
2019,12,25,BRUNSWICK            ,5
2019,13,25,BRUNSWICK            ,4
2019,14,25,BRUNSWICK            ,3
2019,16,25,BRUNSWICK            ,0
2019,17,25,BRUNSWICK            ,2
2019,18,25,BRUNSWICK            ,2
2019,19,25,BRUNSWICK            ,4
2019,21,25,BRUNSWICK            ,3
2019,22,25,BRUNSWICK            ,4
2019,23,25,BRUNSWICK            ,1
2019,24,25,BRUNSWICK            ,4
2019,25,25,BRUNSWICK            ,0
2019,26,25,BRUNSWICK            ,2
2019,27,25,BRUNSWICK            ,0
2019,28,25,BRUNSWICK            ,1
2019,29,25,BRUNSWICK            ,4
2019,30,25,BRUNSWICK            ,4
2019,32,25,BRUNSWICK            ,3
2019,34,25,BRUNSWICK            ,0
2019,36,25,BRUNSWICK            ,3
2019,37,25,BRUNSWICK            ,3
2019,38,25,BRUNSWICK            ,1
2019,40,25,BRUNSWICK            ,4
2019,41,25,BRUNSWICK            ,3
2019,42,25,BRUNSWICK            ,3
2019,45,25,BRUNSWICK            ,0
2019,46,25,BRUNSWICK            ,1
2019,47,25,BRUNSWICK            ,1
2019,48,25,BRUNSWICK            ,0
2019,49,25,BRUNSWICK            ,1
2019,50,25,BRUNSWICK            ,0
2019,52,25,BRUNSWICK            ,4
2019,1,27,BUCHANAN             ,1
2019,2,27,BUCHANAN             ,4
2019,3,27,BUCHANAN             ,1
2019,4,27,BUCHANAN             ,2
2019,5,27,BUCHANAN             ,5
2019,6,27,BUCHANAN             ,6
2019,7,27,BUCHANAN             ,5
2019,8,27,BUCHANAN             ,5
2019,9,27,BUCHANAN             ,4
2019,10,27,BUCHANAN             ,7
