forecast_date,target,target_end_date,location,type,quantile,value
2021-01-03,1 wk ahead cum death,2021-01-09,Utah,point,,1411
2021-01-03,1 wk ahead cum death,2021-01-09,Vermont,point,,171
2021-01-03,1 wk ahead cum death,2021-01-09,Virginia,point,,5416
2021-01-03,1 wk ahead cum death,2021-01-09,Washington,point,,3627
2021-01-03,1 wk ahead cum death,2021-01-09,West Virginia,point,,1501
2021-01-03,1 wk ahead cum death,2021-01-09,Wisconsin,point,,5536
2021-01-03,1 wk ahead cum death,2021-01-09,Wyoming,point,,469
2021-01-10,1 wk ahead cum death,2021-01-16,US,point,,393506
2021-01-10,1 wk ahead cum death,2021-01-16,Alabama,point,,5650
2021-01-10,1 wk ahead cum death,2021-01-16,Alaska,point,,262
2021-01-10,1 wk ahead cum death,2021-01-16,Arizona,point,,10863
2021-01-10,1 wk ahead cum death,2021-01-16,Arkansas,point,,4282
2021-01-10,1 wk ahead cum death,2021-01-16,California,point,,32621
2021-01-10,1 wk ahead cum death,2021-01-16,Colorado,point,,5477
2021-01-10,1 wk ahead cum death,2021-01-16,Connecticut,point,,6616
2021-01-10,1 wk ahead cum death,2021-01-16,Delaware,point,,1022
2021-01-10,1 wk ahead cum death,2021-01-16,,point,,846
2021-01-10,1 wk ahead cum death,2021-01-16,Florida,point,,23801
2021-01-10,1 wk ahead cum death,2021-01-16,Georgia,point,,11965
2021-01-10,1 wk ahead cum death,2021-01-16,Hawaii,point,,328
2021-01-10,1 wk ahead cum death,2021-01-16,Idaho,point,,1626
2021-01-10,1 wk ahead cum death,2021-01-16,Illinois,point,,20120
2021-01-10,1 wk ahead cum death,2021-01-16,Indiana,point,,9488
2021-01-10,1 wk ahead cum death,2021-01-16,Iowa,point,,4305
2021-01-10,1 wk ahead cum death,2021-01-16,Kansas,point,,3446
2021-01-10,1 wk ahead cum death,2021-01-16,Kentucky,point,,3133
2021-01-10,1 wk ahead cum death,2021-01-16,Louisiana,point,,8131
2021-01-10,1 wk ahead cum death,2021-01-16,Maine,point,,505
2021-01-10,1 wk ahead cum death,2021-01-16,Maryland,point,,6564
2021-01-10,1 wk ahead cum death,2021-01-16,Massachusetts,point,,13605
2021-01-10,1 wk ahead cum death,2021-01-16,Michigan,point,,14733
2021-01-10,1 wk ahead cum death,2021-01-16,Minnesota,point,,5985
2021-01-10,1 wk ahead cum death,2021-01-16,Mississippi,point,,5413
2021-01-10,1 wk ahead cum death,2021-01-16,Missouri,point,,6488
2021-01-10,1 wk ahead cum death,2021-01-16,Montana,point,,1120
2021-01-10,1 wk ahead cum death,2021-01-16,Nebraska,point,,1873
2021-01-10,1 wk ahead cum death,2021-01-16,Nevada,point,,3702
2021-01-10,1 wk ahead cum death,2021-01-16,New Hampshire,point,,943
2021-01-10,1 wk ahead cum death,2021-01-16,New Jersey,point,,20458
2021-01-10,1 wk ahead cum death,2021-01-16,New Mexico,point,,2924
2021-01-10,1 wk ahead cum death,2021-01-16,New York,point,,40734
2021-01-10,1 wk ahead cum death,2021-01-16,North Carolina,point,,7972
2021-01-10,1 wk ahead cum death,2021-01-16,North Dakota,point,,1401
2021-01-10,1 wk ahead cum death,2021-01-16,Ohio,point,,10188
2021-01-10,1 wk ahead cum death,2021-01-16,Oklahoma,point,,2987
2021-01-10,1 wk ahead cum death,2021-01-16,Oregon,point,,1721
2021-01-10,1 wk ahead cum death,2021-01-16,Pennsylvania,point,,18931
2021-01-10,1 wk ahead cum death,2021-01-16,Rhode Island,point,,2035
2021-01-10,1 wk ahead cum death,2021-01-16,South Carolina,point,,6069
2021-01-10,1 wk ahead cum death,2021-01-16,South Dakota,point,,1643
2021-01-10,1 wk ahead cum death,2021-01-16,Tennessee,point,,8300
2021-01-10,1 wk ahead cum death,2021-01-16,Texas,point,,31941
2021-01-10,1 wk ahead cum death,2021-01-16,Utah,point,,1498
2021-01-10,1 wk ahead cum death,2021-01-16,Vermont,point,,187
2021-01-10,1 wk ahead cum death,2021-01-16,Virginia,point,,5758
2021-01-10,1 wk ahead cum death,2021-01-16,Washington,point,,3973
2021-01-10,1 wk ahead cum death,2021-01-16,West Virginia,point,,1733
2021-01-10,1 wk ahead cum death,2021-01-16,Wisconsin,point,,5836
2021-01-10,1 wk ahead cum death,2021-01-16,Wyoming,point,,523
2021-01-17,1 wk ahead cum death,2021-01-23,US,point,,420844
2021-01-17,1 wk ahead cum death,2021-01-23,Alabama,point,,6681
2021-01-17,1 wk ahead cum death,2021-01-23,Alaska,point,,270
2021-01-17,1 wk ahead cum death,2021-01-23,Arizona,point,,12536
2021-01-17,1 wk ahead cum death,2021-01-23,Arkansas,point,,4598
2021-01-17,1 wk ahead cum death,2021-01-23,California,point,,37250
2021-01-17,1 wk ahead cum death,2021-01-23,Colorado,point,,5640
2021-01-17,1 wk ahead cum death,2021-01-23,Connecticut,point,,6905
2021-01-17,1 wk ahead cum death,2021-01-23,Delaware,point,,1073
2021-01-17,1 wk ahead cum death,2021-01-23,,point,,878
2021-01-17,1 wk ahead cum death,2021-01-23,Florida,point,,25278
2021-01-17,1 wk ahead cum death,2021-01-23,Georgia,point,,12981
2021-01-17,1 wk ahead cum death,2021-01-23,Hawaii,point,,343
2021-01-17,1 wk ahead cum death,2021-01-23,Idaho,point,,1700
2021-01-17,1 wk ahead cum death,2021-01-23,Illinois,point,,20911
2021-01-17,1 wk ahead cum death,2021-01-23,Indiana,point,,9827
2021-01-17,1 wk ahead cum death,2021-01-23,Iowa,point,,4501
2021-01-17,1 wk ahead cum death,2021-01-23,Kansas,point,,3783
2021-01-17,1 wk ahead cum death,2021-01-23,Kentucky,point,,3391
2021-01-17,1 wk ahead cum death,2021-01-23,Louisiana,point,,8450
2021-01-17,1 wk ahead cum death,2021-01-23,Maine,point,,589
2021-01-17,1 wk ahead cum death,2021-01-23,Maryland,point,,6868
2021-01-17,1 wk ahead cum death,2021-01-23,Massachusetts,point,,14193
2021-01-17,1 wk ahead cum death,2021-01-23,Michigan,point,,15307
2021-01-17,1 wk ahead cum death,2021-01-23,Minnesota,point,,6202
2021-01-17,1 wk ahead cum death,2021-01-23,Mississippi,point,,5828
2021-01-17,1 wk ahead cum death,2021-01-23,Missouri,point,,6805
2021-01-17,1 wk ahead cum death,2021-01-23,Montana,point,,1167
2021-01-17,1 wk ahead cum death,2021-01-23,Nebraska,point,,1964
2021-01-17,1 wk ahead cum death,2021-01-23,Nevada,point,,4089
2021-01-17,1 wk ahead cum death,2021-01-23,New Hampshire,point,,1025
2021-01-17,1 wk ahead cum death,2021-01-23,New Jersey,point,,21094
2021-01-17,1 wk ahead cum death,2021-01-23,New Mexico,point,,3113
2021-01-17,1 wk ahead cum death,2021-01-23,New York,point,,42321
2021-01-17,1 wk ahead cum death,2021-01-23,North Carolina,point,,8689
2021-01-17,1 wk ahead cum death,2021-01-23,North Dakota,point,,1447
2021-01-17,1 wk ahead cum death,2021-01-23,Ohio,point,,10836
2021-01-17,1 wk ahead cum death,2021-01-23,Oklahoma,point,,3234
2021-01-17,1 wk ahead cum death,2021-01-23,Oregon,point,,1934
2021-01-17,1 wk ahead cum death,2021-01-23,Pennsylvania,point,,20530
2021-01-17,1 wk ahead cum death,2021-01-23,Rhode Island,point,,2116
2021-01-17,1 wk ahead cum death,2021-01-23,South Carolina,point,,6523
2021-01-17,1 wk ahead cum death,2021-01-23,South Dakota,point,,1698
2021-01-17,1 wk ahead cum death,2021-01-23,Tennessee,point,,8996
2021-01-17,1 wk ahead cum death,2021-01-23,Texas,point,,34555
2021-01-17,1 wk ahead cum death,2021-01-23,Utah,point,,1620
2021-01-17,1 wk ahead cum death,2021-01-23,Vermont,point,,194
2021-01-17,1 wk ahead cum death,2021-01-23,Virginia,point,,6098
2021-01-17,1 wk ahead cum death,2021-01-23,Washington,point,,4252
2021-01-17,1 wk ahead cum death,2021-01-23,West Virginia,point,,1952
2021-01-17,1 wk ahead cum death,2021-01-23,Wisconsin,point,,6186
2021-01-17,1 wk ahead cum death,2021-01-23,Wyoming,point,,562
2021-01-24,1 wk ahead cum death,2021-01-30,US,point,,441747
2021-01-24,1 wk ahead cum death,2021-01-30,Alabama,point,,7329
2021-01-24,1 wk ahead cum death,2021-01-30,Alaska,point,,291
2021-01-24,1 wk ahead cum death,2021-01-30,Arizona,point,,13305
2021-01-24,1 wk ahead cum death,2021-01-30,Arkansas,point,,4844
2021-01-24,1 wk ahead cum death,2021-01-30,California,point,,40707
2021-01-24,1 wk ahead cum death,2021-01-30,Colorado,point,,5684
2021-01-24,1 wk ahead cum death,2021-01-30,Connecticut,point,,7063
2021-01-24,1 wk ahead cum death,2021-01-30,Delaware,point,,1093
2021-01-24,1 wk ahead cum death,2021-01-30,,point,,896
2021-01-24,1 wk ahead cum death,2021-01-30,Florida,point,,26508
2021-01-24,1 wk ahead cum death,2021-01-30,Georgia,point,,14095
2021-01-24,1 wk ahead cum death,2021-01-30,Hawaii,point,,361
2021-01-24,1 wk ahead cum death,2021-01-30,Idaho,point,,1742
2021-01-24,1 wk ahead cum death,2021-01-30,Illinois,point,,21384
2021-01-24,1 wk ahead cum death,2021-01-30,Indiana,point,,10129
2021-01-24,1 wk ahead cum death,2021-01-30,Iowa,point,,4647
2021-01-24,1 wk ahead cum death,2021-01-30,Kansas,point,,3847
2021-01-24,1 wk ahead cum death,2021-01-30,Kentucky,point,,3678
2021-01-24,1 wk ahead cum death,2021-01-30,Louisiana,point,,8865
2021-01-24,1 wk ahead cum death,2021-01-30,Maine,point,,630
2021-01-24,1 wk ahead cum death,2021-01-30,Maryland,point,,7137
2021-01-24,1 wk ahead cum death,2021-01-30,Massachusetts,point,,14634
2021-01-24,1 wk ahead cum death,2021-01-30,Michigan,point,,15703
2021-01-24,1 wk ahead cum death,2021-01-30,Minnesota,point,,6345
2021-01-24,1 wk ahead cum death,2021-01-30,Mississippi,point,,6079
2021-01-24,1 wk ahead cum death,2021-01-30,Missouri,point,,7084
2021-01-24,1 wk ahead cum death,2021-01-30,Montana,point,,1200
2021-01-24,1 wk ahead cum death,2021-01-30,Nebraska,point,,1972
2021-01-24,1 wk ahead cum death,2021-01-30,Nevada,point,,4327
2021-01-24,1 wk ahead cum death,2021-01-30,New Hampshire,point,,1070
2021-01-24,1 wk ahead cum death,2021-01-30,New Jersey,point,,21536
2021-01-24,1 wk ahead cum death,2021-01-30,New Mexico,point,,3290
2021-01-24,1 wk ahead cum death,2021-01-30,New York,point,,43697
2021-01-24,1 wk ahead cum death,2021-01-30,North Carolina,point,,9315
2021-01-24,1 wk ahead cum death,2021-01-30,North Dakota,point,,1463
2021-01-24,1 wk ahead cum death,2021-01-30,Ohio,point,,11343
2021-01-24,1 wk ahead cum death,2021-01-30,Oklahoma,point,,3527
2021-01-24,1 wk ahead cum death,2021-01-30,Oregon,point,,2019
2021-01-24,1 wk ahead cum death,2021-01-30,Pennsylvania,point,,21762
2021-01-24,1 wk ahead cum death,2021-01-30,Rhode Island,point,,2186
2021-01-24,1 wk ahead cum death,2021-01-30,South Carolina,point,,6940
2021-01-24,1 wk ahead cum death,2021-01-30,South Dakota,point,,1746
2021-01-24,1 wk ahead cum death,2021-01-30,Tennessee,point,,9400
2021-01-24,1 wk ahead cum death,2021-01-30,Texas,point,,37064
2021-01-24,1 wk ahead cum death,2021-01-30,Utah,point,,1698
2021-01-24,1 wk ahead cum death,2021-01-30,Vermont,point,,199
2021-01-24,1 wk ahead cum death,2021-01-30,Virginia,point,,6463
2021-01-24,1 wk ahead cum death,2021-01-30,Washington,point,,4390
2021-01-24,1 wk ahead cum death,2021-01-30,West Virginia,point,,2041
2021-01-24,1 wk ahead cum death,2021-01-30,Wisconsin,point,,6486
2021-01-24,1 wk ahead cum death,2021-01-30,Wyoming,point,,602
2021-01-31,1 wk ahead cum death,2021-02-06,US,point,,461391
2021-01-31,1 wk ahead cum death,2021-02-06,Alabama,point,,8296
2021-01-31,1 wk ahead cum death,2021-02-06,Alaska,point,,294
2021-01-31,1 wk ahead cum death,2021-02-06,Arizona,point,,14136
2021-01-31,1 wk ahead cum death,2021-02-06,Arkansas,point,,5096
2021-01-31,1 wk ahead cum death,2021-02-06,California,point,,44390
2021-01-31,1 wk ahead cum death,2021-02-06,Colorado,point,,5758
2021-01-31,1 wk ahead cum death,2021-02-06,Connecticut,point,,7267
2021-01-31,1 wk ahead cum death,2021-02-06,Delaware,point,,1126
2021-01-31,1 wk ahead cum death,2021-02-06,,point,,934
2021-01-31,1 wk ahead cum death,2021-02-06,Florida,point,,27575
2021-01-31,1 wk ahead cum death,2021-02-06,Georgia,point,,15110
2021-01-31,1 wk ahead cum death,2021-02-06,Hawaii,point,,442
2021-01-31,1 wk ahead cum death,2021-02-06,Idaho,point,,1792
2021-01-31,1 wk ahead cum death,2021-02-06,Illinois,point,,21785
2021-01-31,1 wk ahead cum death,2021-02-06,Indiana,point,,10304
2021-01-31,1 wk ahead cum death,2021-02-06,Iowa,point,,4783
2021-01-31,1 wk ahead cum death,2021-02-06,Kansas,point,,3973
2021-01-31,1 wk ahead cum death,2021-02-06,Kentucky,point,,4002
2021-01-31,1 wk ahead cum death,2021-02-06,Louisiana,point,,9169
2021-01-31,1 wk ahead cum death,2021-02-06,Maine,point,,662
2021-01-31,1 wk ahead cum death,2021-02-06,Maryland,point,,7399
2021-01-31,1 wk ahead cum death,2021-02-06,Massachusetts,point,,14972
2021-01-31,1 wk ahead cum death,2021-02-06,Michigan,point,,15917
2021-01-31,1 wk ahead cum death,2021-02-06,Minnesota,point,,6400
2021-01-31,1 wk ahead cum death,2021-02-06,Mississippi,point,,6315
2021-01-31,1 wk ahead cum death,2021-02-06,Missouri,point,,7296
2021-01-31,1 wk ahead cum death,2021-02-06,Montana,point,,1275
2021-01-31,1 wk ahead cum death,2021-02-06,Nebraska,point,,1999
2021-01-31,1 wk ahead cum death,2021-02-06,Nevada,point,,4516
2021-01-31,1 wk ahead cum death,2021-02-06,New Hampshire,point,,1114
2021-01-31,1 wk ahead cum death,2021-02-06,New Jersey,point,,21998
2021-01-31,1 wk ahead cum death,2021-02-06,New Mexico,point,,3423
2021-01-31,1 wk ahead cum death,2021-02-06,New York,point,,44850
2021-01-31,1 wk ahead cum death,2021-02-06,North Carolina,point,,9807
2021-01-31,1 wk ahead cum death,2021-02-06,North Dakota,point,,1467
2021-01-31,1 wk ahead cum death,2021-02-06,Ohio,point,,11679
2021-01-31,1 wk ahead cum death,2021-02-06,Oklahoma,point,,3778
2021-01-31,1 wk ahead cum death,2021-02-06,Oregon,point,,2071
2021-01-31,1 wk ahead cum death,2021-02-06,Pennsylvania,point,,22677
2021-01-31,1 wk ahead cum death,2021-02-06,Rhode Island,point,,2231
2021-01-31,1 wk ahead cum death,2021-02-06,South Carolina,point,,7460
2021-01-31,1 wk ahead cum death,2021-02-06,South Dakota,point,,1819
2021-01-31,1 wk ahead cum death,2021-02-06,Tennessee,point,,10033
2021-01-31,1 wk ahead cum death,2021-02-06,Texas,point,,39280
2021-01-31,1 wk ahead cum death,2021-02-06,Utah,point,,1773
2021-01-31,1 wk ahead cum death,2021-02-06,Vermont,point,,198
2021-01-31,1 wk ahead cum death,2021-02-06,Virginia,point,,6848
2021-01-31,1 wk ahead cum death,2021-02-06,Washington,point,,4489
2021-01-31,1 wk ahead cum death,2021-02-06,West Virginia,point,,2141
2021-01-31,1 wk ahead cum death,2021-02-06,Wisconsin,point,,6662
2021-01-31,1 wk ahead cum death,2021-02-06,Wyoming,point,,624
2021-02-07,1 wk ahead cum death,2021-02-13,US,point,,482627
2021-02-07,1 wk ahead cum death,2021-02-13,Alabama,point,,9401
2021-02-07,1 wk ahead cum death,2021-02-13,Alaska,point,,303
2021-02-07,1 wk ahead cum death,2021-02-13,Arizona,point,,14889
2021-02-07,1 wk ahead cum death,2021-02-13,Arkansas,point,,5318
2021-02-07,1 wk ahead cum death,2021-02-13,California,point,,47279
2021-02-07,1 wk ahead cum death,2021-02-13,Colorado,point,,5838
2021-02-07,1 wk ahead cum death,2021-02-13,Connecticut,point,,7398
2021-02-07,1 wk ahead cum death,2021-02-13,Delaware,point,,1249
2021-02-07,1 wk ahead cum death,2021-02-13,,point,,978
2021-02-07,1 wk ahead cum death,2021-02-13,Florida,point,,28772
2021-02-07,1 wk ahead cum death,2021-02-13,Georgia,point,,15994
2021-02-07,1 wk ahead cum death,2021-02-13,Hawaii,point,,462
2021-02-07,1 wk ahead cum death,2021-02-13,Idaho,point,,1840
2021-02-07,1 wk ahead cum death,2021-02-13,Illinois,point,,22165
2021-02-07,1 wk ahead cum death,2021-02-13,Indiana,point,,12166
2021-02-07,1 wk ahead cum death,2021-02-13,Iowa,point,,5293
2021-02-07,1 wk ahead cum death,2021-02-13,Kansas,point,,4225
2021-02-07,1 wk ahead cum death,2021-02-13,Kentucky,point,,4349
2021-02-07,1 wk ahead cum death,2021-02-13,Louisiana,point,,9422
2021-02-07,1 wk ahead cum death,2021-02-13,Maine,point,,690
2021-02-07,1 wk ahead cum death,2021-02-13,Maryland,point,,7563
2021-02-07,1 wk ahead cum death,2021-02-13,Massachusetts,point,,15293
2021-02-07,1 wk ahead cum death,2021-02-13,Michigan,point,,16187
2021-02-07,1 wk ahead cum death,2021-02-13,Minnesota,point,,6464
2021-02-07,1 wk ahead cum death,2021-02-13,Mississippi,point,,6544
2021-02-07,1 wk ahead cum death,2021-02-13,Missouri,point,,7675
2021-02-07,1 wk ahead cum death,2021-02-13,Montana,point,,1363
2021-02-07,1 wk ahead cum death,2021-02-13,Nebraska,point,,2039
2021-02-07,1 wk ahead cum death,2021-02-13,Nevada,point,,4722
2021-02-07,1 wk ahead cum death,2021-02-13,New Hampshire,point,,1161
2021-02-07,1 wk ahead cum death,2021-02-13,New Jersey,point,,22444
2021-02-07,1 wk ahead cum death,2021-02-13,New Mexico,point,,3526
2021-02-07,1 wk ahead cum death,2021-02-13,New York,point,,45910
2021-02-07,1 wk ahead cum death,2021-02-13,North Carolina,point,,10522
2021-02-07,1 wk ahead cum death,2021-02-13,North Dakota,point,,1472
2021-02-07,1 wk ahead cum death,2021-02-13,Ohio,point,,12125
2021-02-07,1 wk ahead cum death,2021-02-13,Oklahoma,point,,4029
2021-02-07,1 wk ahead cum death,2021-02-13,Oregon,point,,2104
2021-02-07,1 wk ahead cum death,2021-02-13,Pennsylvania,point,,23218
2021-02-07,1 wk ahead cum death,2021-02-13,Rhode Island,point,,2278
2021-02-07,1 wk ahead cum death,2021-02-13,South Carolina,point,,8127
2021-02-07,1 wk ahead cum death,2021-02-13,South Dakota,point,,1845
2021-02-07,1 wk ahead cum death,2021-02-13,Tennessee,point,,10988
2021-02-07,1 wk ahead cum death,2021-02-13,Texas,point,,41437
2021-02-07,1 wk ahead cum death,2021-02-13,Utah,point,,1827
2021-02-07,1 wk ahead cum death,2021-02-13,Vermont,point,,203
2021-02-07,1 wk ahead cum death,2021-02-13,Virginia,point,,7160
2021-02-07,1 wk ahead cum death,2021-02-13,Washington,point,,4626
2021-02-07,1 wk ahead cum death,2021-02-13,West Virginia,point,,2218
2021-02-07,1 wk ahead cum death,2021-02-13,Wisconsin,point,,6829
2021-02-07,1 wk ahead cum death,2021-02-13,Wyoming,point,,655
2021-02-14,1 wk ahead cum death,2021-02-20,US,point,,503251
2021-02-14,1 wk ahead cum death,2021-02-20,Alabama,point,,10009
2021-02-14,1 wk ahead cum death,2021-02-20,Alaska,point,,308
2021-02-14,1 wk ahead cum death,2021-02-20,Arizona,point,,15742
2021-02-14,1 wk ahead cum death,2021-02-20,Arkansas,point,,5490
2021-02-14,1 wk ahead cum death,2021-02-20,California,point,,49632
2021-02-14,1 wk ahead cum death,2021-02-20,Colorado,point,,5956
2021-02-14,1 wk ahead cum death,2021-02-20,Connecticut,point,,7544
2021-02-14,1 wk ahead cum death,2021-02-20,Delaware,point,,1332
2021-02-14,1 wk ahead cum death,2021-02-20,,point,,1010
2021-02-14,1 wk ahead cum death,2021-02-20,Florida,point,,29887
2021-02-14,1 wk ahead cum death,2021-02-20,Georgia,point,,16687
2021-02-14,1 wk ahead cum death,2021-02-20,Hawaii,point,,455
2021-02-14,1 wk ahead cum death,2021-02-20,Idaho,point,,1877
2021-02-14,1 wk ahead cum death,2021-02-20,Illinois,point,,22555
2021-02-14,1 wk ahead cum death,2021-02-20,Indiana,point,,12897
2021-02-14,1 wk ahead cum death,2021-02-20,Iowa,point,,5457
2021-02-14,1 wk ahead cum death,2021-02-20,Kansas,point,,4529
2021-02-14,1 wk ahead cum death,2021-02-20,Kentucky,point,,4620
2021-02-14,1 wk ahead cum death,2021-02-20,Louisiana,point,,9599
2021-02-14,1 wk ahead cum death,2021-02-20,Maine,point,,699
2021-02-14,1 wk ahead cum death,2021-02-20,Maryland,point,,7769
2021-02-14,1 wk ahead cum death,2021-02-20,Massachusetts,point,,15776
2021-02-14,1 wk ahead cum death,2021-02-20,Michigan,point,,16297
2021-02-14,1 wk ahead cum death,2021-02-20,Minnesota,point,,6553
2021-02-14,1 wk ahead cum death,2021-02-20,Mississippi,point,,6705
2021-02-14,1 wk ahead cum death,2021-02-20,Missouri,point,,7584
2021-02-14,1 wk ahead cum death,2021-02-20,Montana,point,,1387
2021-02-14,1 wk ahead cum death,2021-02-20,Nebraska,point,,2093
2021-02-14,1 wk ahead cum death,2021-02-20,Nevada,point,,4916
2021-02-14,1 wk ahead cum death,2021-02-20,New Hampshire,point,,1184
2021-02-14,1 wk ahead cum death,2021-02-20,New Jersey,point,,22927
2021-02-14,1 wk ahead cum death,2021-02-20,New Mexico,point,,3632
2021-02-14,1 wk ahead cum death,2021-02-20,New York,point,,46905
2021-02-14,1 wk ahead cum death,2021-02-20,North Carolina,point,,11090
2021-02-14,1 wk ahead cum death,2021-02-20,North Dakota,point,,1488
2021-02-14,1 wk ahead cum death,2021-02-20,Ohio,point,,17100
2021-02-14,1 wk ahead cum death,2021-02-20,Oklahoma,point,,4274
2021-02-14,1 wk ahead cum death,2021-02-20,Oregon,point,,2246
2021-02-14,1 wk ahead cum death,2021-02-20,Pennsylvania,point,,23853
2021-02-14,1 wk ahead cum death,2021-02-20,Rhode Island,point,,2354
2021-02-14,1 wk ahead cum death,2021-02-20,South Carolina,point,,8390
2021-02-14,1 wk ahead cum death,2021-02-20,South Dakota,point,,1880
2021-02-14,1 wk ahead cum death,2021-02-20,Tennessee,point,,11415
2021-02-14,1 wk ahead cum death,2021-02-20,Texas,point,,43329
2021-02-14,1 wk ahead cum death,2021-02-20,Utah,point,,1346
2021-02-14,1 wk ahead cum death,2021-02-20,Vermont,point,,207
2021-02-14,1 wk ahead cum death,2021-02-20,Virginia,point,,7395
2021-02-14,1 wk ahead cum death,2021-02-20,Washington,point,,4870
2021-02-14,1 wk ahead cum death,2021-02-20,West Virginia,point,,2317
2021-02-14,1 wk ahead cum death,2021-02-20,Wisconsin,point,,6940
2021-02-14,1 wk ahead cum death,2021-02-20,Wyoming,point,,672
2021-02-21,1 wk ahead cum death,2021-02-27,US,point,,509656
2021-02-21,1 wk ahead cum death,2021-02-27,Alabama,point,,10109
2021-02-21,1 wk ahead cum death,2021-02-27,Alaska,point,,310
2021-02-21,1 wk ahead cum death,2021-02-27,Arizona,point,,15970
2021-02-21,1 wk ahead cum death,2021-02-27,Arkansas,point,,5512
2021-02-21,1 wk ahead cum death,2021-02-27,California,point,,51212
2021-02-21,1 wk ahead cum death,2021-02-27,Colorado,point,,5990
2021-02-21,1 wk ahead cum death,2021-02-27,Connecticut,point,,7655
2021-02-21,1 wk ahead cum death,2021-02-27,Delaware,point,,1392
2021-02-21,1 wk ahead cum death,2021-02-27,,point,,1020
2021-02-21,1 wk ahead cum death,2021-02-27,Florida,point,,30705
2021-02-21,1 wk ahead cum death,2021-02-27,Georgia,point,,17305
2021-02-21,1 wk ahead cum death,2021-02-27,Hawaii,point,,443
2021-02-21,1 wk ahead cum death,2021-02-27,Idaho,point,,1882
2021-02-21,1 wk ahead cum death,2021-02-27,Illinois,point,,22709
2021-02-21,1 wk ahead cum death,2021-02-27,Indiana,point,,12705
2021-02-21,1 wk ahead cum death,2021-02-27,Iowa,point,,5468
2021-02-21,1 wk ahead cum death,2021-02-27,Kansas,point,,4695
2021-02-21,1 wk ahead cum death,2021-02-27,Kentucky,point,,4640
2021-02-21,1 wk ahead cum death,2021-02-27,Louisiana,point,,9627
2021-02-21,1 wk ahead cum death,2021-02-27,Maine,point,,677
2021-02-21,1 wk ahead cum death,2021-02-27,Maryland,point,,7847
2021-02-21,1 wk ahead cum death,2021-02-27,Massachusetts,point,,16088
2021-02-21,1 wk ahead cum death,2021-02-27,Michigan,point,,16352
2021-02-21,1 wk ahead cum death,2021-02-27,Minnesota,point,,6555
2021-02-21,1 wk ahead cum death,2021-02-27,Mississippi,point,,6689
2021-02-21,1 wk ahead cum death,2021-02-27,Missouri,point,,7782
2021-02-21,1 wk ahead cum death,2021-02-27,Montana,point,,1362
2021-02-21,1 wk ahead cum death,2021-02-27,Nebraska,point,,2092
2021-02-21,1 wk ahead cum death,2021-02-27,Nevada,point,,5013
2021-02-21,1 wk ahead cum death,2021-02-27,New Hampshire,point,,1180
2021-02-21,1 wk ahead cum death,2021-02-27,New Jersey,point,,23195
2021-02-21,1 wk ahead cum death,2021-02-27,New Mexico,point,,3683
2021-02-21,1 wk ahead cum death,2021-02-27,New York,point,,47601
2021-02-21,1 wk ahead cum death,2021-02-27,North Carolina,point,,11393
2021-02-21,1 wk ahead cum death,2021-02-27,North Dakota,point,,1484
2021-02-21,1 wk ahead cum death,2021-02-27,Ohio,point,,16952
2021-02-21,1 wk ahead cum death,2021-02-27,Oklahoma,point,,4342
2021-02-21,1 wk ahead cum death,2021-02-27,Oregon,point,,2222
2021-02-21,1 wk ahead cum death,2021-02-27,Pennsylvania,point,,23972
2021-02-21,1 wk ahead cum death,2021-02-27,Rhode Island,point,,2423
2021-02-21,1 wk ahead cum death,2021-02-27,South Carolina,point,,8553
2021-02-21,1 wk ahead cum death,2021-02-27,South Dakota,point,,1877
2021-02-21,1 wk ahead cum death,2021-02-27,Tennessee,point,,11457
2021-02-21,1 wk ahead cum death,2021-02-27,Texas,point,,43500
2021-02-21,1 wk ahead cum death,2021-02-27,Utah,point,,1355
2021-02-21,1 wk ahead cum death,2021-02-27,Vermont,point,,204
2021-02-21,1 wk ahead cum death,2021-02-27,Virginia,point,,7417
2021-02-21,1 wk ahead cum death,2021-02-27,Washington,point,,4967
2021-02-21,1 wk ahead cum death,2021-02-27,West Virginia,point,,2294
2021-02-21,1 wk ahead cum death,2021-02-27,Wisconsin,point,,6961
2021-02-21,1 wk ahead cum death,2021-02-27,Wyoming,point,,681
2021-02-28,1 wk ahead cum death,2021-03-06,US,point,,523789
2021-02-28,1 wk ahead cum death,2021-03-06,Alabama,point,,10255
2021-02-28,1 wk ahead cum death,2021-03-06,Alaska,point,,316
2021-02-28,1 wk ahead cum death,2021-03-06,Arizona,point,,16414
2021-02-28,1 wk ahead cum death,2021-03-06,Arkansas,point,,5535
2021-02-28,1 wk ahead cum death,2021-03-06,California,point,,54179
2021-02-28,1 wk ahead cum death,2021-03-06,Colorado,point,,6060
2021-02-28,1 wk ahead cum death,2021-03-06,Connecticut,point,,7730
2021-02-28,1 wk ahead cum death,2021-03-06,Delaware,point,,1447
2021-02-28,1 wk ahead cum death,2021-03-06,,point,,1025
2021-02-28,1 wk ahead cum death,2021-03-06,Florida,point,,31567
2021-02-28,1 wk ahead cum death,2021-03-06,Georgia,point,,17796
2021-02-28,1 wk ahead cum death,2021-03-06,Hawaii,point,,450
2021-02-28,1 wk ahead cum death,2021-03-06,Idaho,point,,1910
2021-02-28,1 wk ahead cum death,2021-03-06,Illinois,point,,22972
2021-02-28,1 wk ahead cum death,2021-03-06,Indiana,point,,12774
