State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k
32,1.0,2017,52,Constant,29,0.0
32,1.0,2018,52,Constant,8,0.0
32,1.0,2019,52,Constant,24,0.0
32,1.0,2015,52,Lagged,8,0.0
32,1.0,2016,52,Lagged,25,0.0
32,1.0,2017,52,Lagged,29,0.0
32,1.0,2018,52,Lagged,8,0.0
32,1.0,2019,52,Lagged,24,0.0
32,1.0,2015,53,Constant,8,0.0
32,1.0,2015,53,Lagged,8,0.0
32,3.0,2015,1,Constant,16,0.0
32,3.0,2016,1,Constant,14,0.0
32,3.0,2017,1,Constant,20,0.0
32,3.0,2018,1,Constant,20,0.0
32,3.0,2019,1,Constant,17,0.0
32,3.0,2020,1,Constant,8,-9.4
32,3.0,2015,1,Lagged,17,0.0
32,3.0,2016,1,Lagged,15,0.0
32,3.0,2017,1,Lagged,20,0.0
32,3.0,2018,1,Lagged,20,0.0
32,3.0,2019,1,Lagged,17,0.0
32,3.0,2020,1,Lagged,7,-10.8
32,3.0,2015,2,Constant,15,0.0
32,3.0,2016,2,Constant,15,0.0
32,3.0,2017,2,Constant,17,0.0
32,3.0,2018,2,Constant,17,0.0
32,3.0,2019,2,Constant,15,0.0
32,3.0,2020,2,Constant,16,0.2
32,3.0,2015,2,Lagged,16,0.0
32,3.0,2016,2,Lagged,15,0.0
32,3.0,2017,2,Lagged,17,0.0
32,3.0,2018,2,Lagged,17,0.0
32,3.0,2019,2,Lagged,14,0.0
32,3.0,2020,2,Lagged,15,-0.8
32,3.0,2015,3,Constant,15,0.0
32,3.0,2016,3,Constant,14,0.0
32,3.0,2017,3,Constant,15,0.0
32,3.0,2018,3,Constant,15,0.0
32,3.0,2019,3,Constant,16,0.0
32,3.0,2020,3,Constant,17,2.0
32,3.0,2015,3,Lagged,16,0.0
32,3.0,2016,3,Lagged,15,0.0
32,3.0,2017,3,Lagged,15,0.0
32,3.0,2018,3,Lagged,15,0.0
32,3.0,2019,3,Lagged,16,0.0
32,3.0,2020,3,Lagged,17,1.6
32,3.0,2015,4,Constant,14,0.0
32,3.0,2016,4,Constant,14,0.0
32,3.0,2017,4,Constant,16,0.0
32,3.0,2018,4,Constant,15,0.0
32,3.0,2019,4,Constant,14,0.0
32,3.0,2020,4,Constant,16,1.4
32,3.0,2015,4,Lagged,15,0.0
32,3.0,2016,4,Lagged,14,0.0
32,3.0,2017,4,Lagged,17,0.0
32,3.0,2018,4,Lagged,15,0.0
32,3.0,2019,4,Lagged,14,0.0
32,3.0,2020,4,Lagged,16,1.0
32,3.0,2015,5,Constant,14,0.0
32,3.0,2016,5,Constant,17,0.0
32,3.0,2017,5,Constant,16,0.0
32,3.0,2018,5,Constant,15,0.0
32,3.0,2019,5,Constant,15,0.0
32,3.0,2020,5,Constant,15,-0.4
32,3.0,2015,5,Lagged,14,0.0
32,3.0,2016,5,Lagged,17,0.0
32,3.0,2017,5,Lagged,16,0.0
32,3.0,2018,5,Lagged,15,0.0
32,3.0,2019,5,Lagged,15,0.0
32,3.0,2020,5,Lagged,15,-0.4
32,3.0,2015,6,Constant,14,0.0
32,3.0,2016,6,Constant,15,0.0
32,3.0,2017,6,Constant,15,0.0
32,3.0,2018,6,Constant,15,0.0
32,3.0,2019,6,Constant,17,0.0
32,3.0,2020,6,Constant,17,1.8
32,3.0,2015,6,Lagged,15,0.0
32,3.0,2016,6,Lagged,16,0.0
32,3.0,2017,6,Lagged,16,0.0
32,3.0,2018,6,Lagged,15,0.0
