State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k
51,3,2015,4,Constant,26,0.0
51,3,2016,4,Constant,15,0.0
51,3,2017,4,Constant,22,0.0
51,3,2018,4,Constant,24,0.0
51,3,2019,4,Constant,24,0.0
51,3,2020,4,Constant,28,5.8
51,3,2015,4,Lagged,27,0.0
51,3,2016,4,Lagged,16,0.0
51,3,2017,4,Lagged,22,0.0
51,3,2018,4,Lagged,24,0.0
51,3,2019,4,Lagged,23,0.0
51,3,2020,4,Lagged,28,5.6
51,3,2015,5,Constant,16,0.0
51,3,2016,5,Constant,12,0.0
51,3,2017,5,Constant,18,0.0
51,3,2018,5,Constant,16,0.0
51,3,2019,5,Constant,20,0.0
51,3,2020,5,Constant,29,12.6
51,3,2015,5,Lagged,17,0.0
51,3,2016,5,Lagged,12,0.0
51,3,2017,5,Lagged,18,0.0
51,3,2018,5,Lagged,16,0.0
51,3,2019,5,Lagged,20,0.0
51,3,2020,5,Lagged,29,12.4
51,3,2015,6,Constant,14,0.0
51,3,2016,6,Constant,20,0.0
51,3,2017,6,Constant,24,0.0
51,3,2018,6,Constant,21,0.0
51,3,2019,6,Constant,20,0.0
51,3,2020,6,Constant,19,-0.8
51,3,2015,6,Lagged,15,0.0
51,3,2016,6,Lagged,20,0.0
51,3,2017,6,Lagged,24,0.0
51,3,2018,6,Lagged,21,0.0
51,3,2019,6,Lagged,20,0.0
51,3,2020,6,Lagged,19,-1.0
51,3,2015,7,Constant,15,0.0
51,3,2016,7,Constant,15,0.0
51,3,2017,7,Constant,17,0.0
51,3,2018,7,Constant,25,0.0
51,3,2019,7,Constant,18,0.0
51,3,2020,7,Constant,16,-2.0
51,3,2015,7,Lagged,16,0.0
51,3,2016,7,Lagged,16,0.0
51,3,2017,7,Lagged,17,0.0
51,3,2018,7,Lagged,25,0.0
51,3,2019,7,Lagged,18,0.0
51,3,2020,7,Lagged,16,-2.4
51,3,2015,8,Constant,23,0.0
51,3,2016,8,Constant,16,0.0
51,3,2017,8,Constant,21,0.0
51,3,2018,8,Constant,20,0.0
51,3,2019,8,Constant,21,0.0
51,3,2020,8,Constant,27,6.8
51,3,2015,8,Lagged,24,0.0
51,3,2016,8,Lagged,17,0.0
51,3,2017,8,Lagged,21,0.0
51,3,2018,8,Lagged,20,0.0
51,3,2019,8,Lagged,21,0.0
51,3,2020,8,Lagged,27,6.4
51,3,2015,9,Constant,16,0.0
51,3,2016,9,Constant,25,0.0
51,3,2017,9,Constant,15,0.0
51,3,2018,9,Constant,17,0.0
51,3,2019,9,Constant,25,0.0
51,3,2020,9,Constant,23,3.4
51,3,2015,9,Lagged,17,0.0
51,3,2016,9,Lagged,25,0.0
51,3,2017,9,Lagged,15,0.0
51,3,2018,9,Lagged,17,0.0
51,3,2019,9,Lagged,25,0.0
51,3,2020,9,Lagged,22,2.2
51,3,2015,10,Constant,12,0.0
51,3,2016,10,Constant,7,0.0
51,3,2017,10,Constant,13,0.0
51,3,2018,10,Constant,17,0.0
51,3,2019,10,Constant,25,0.0
51,3,2020,10,Constant,15,0.2
51,3,2015,10,Lagged,12,0.0
51,3,2016,10,Lagged,7,0.0
51,3,2017,10,Lagged,14,0.0
51,3,2018,10,Lagged,17,0.0
51,3,2019,10,Lagged,24,0.0
51,3,2020,10,Lagged,15,0.2
51,3,2015,11,Constant,16,0.0
51,3,2016,11,Constant,12,0.0
51,3,2017,11,Constant,12,0.0
51,3,2018,11,Constant,17,0.0
51,3,2019,11,Constant,20,0.0
51,3,2020,11,Constant,23,7.6
51,3,2015,11,Lagged,17,0.0
51,3,2016,11,Lagged,13,0.0
51,3,2017,11,Lagged,13,0.0
