State_FIPS,County_FIPS,Year,Week,Population_Adjustment,Deaths_Per100k,Excess_Deaths_Per100k,Age_Adjusted_Deaths_LT_65_Per100k,Age_Adjusted_Deaths_GTE_65_Per100k,Excess_Age_Adjusted_Deaths_LT_65_Per100k,Excess_Age_Adjusted_Deaths_GTE_65_Per100k
30,41,2017,4,Lagged,30,0.0,6,24,0.0,0.0
30,41,2018,4,Lagged,0,0.0,0,0,0.0,0.0
30,41,2019,4,Lagged,6,0.0,0,6,0.0,0.0
30,41,2020,4,Lagged,18,6.0,0,18,-2.4,8.4
30,41,2015,5,Constant,6,0.0,0,6,0.0,0.0
30,41,2016,5,Constant,0,0.0,0,0,0.0,0.0
30,41,2017,5,Constant,18,0.0,6,12,0.0,0.0
30,41,2018,5,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,5,Constant,24,0.0,0,24,0.0,0.0
30,41,2020,5,Constant,6,-6.0,0,6,-1.2,-4.8
30,41,2015,5,Lagged,6,0.0,0,6,0.0,0.0
30,41,2016,5,Lagged,0,0.0,0,0,0.0,0.0
30,41,2017,5,Lagged,18,0.0,6,12,0.0,0.0
30,41,2018,5,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,5,Lagged,24,0.0,0,24,0.0,0.0
30,41,2020,5,Lagged,6,-6.0,0,6,-1.2,-4.8
30,41,2015,6,Constant,18,0.0,0,18,0.0,0.0
30,41,2016,6,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,6,Constant,12,0.0,0,12,0.0,0.0
30,41,2018,6,Constant,18,0.0,6,12,0.0,0.0
30,41,2019,6,Constant,6,0.0,6,0,0.0,0.0
30,41,2020,6,Constant,6,-8.4,0,6,-3.6,-4.8
30,41,2015,6,Lagged,18,0.0,0,18,0.0,0.0
30,41,2016,6,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,6,Lagged,12,0.0,0,12,0.0,0.0
30,41,2018,6,Lagged,18,0.0,6,12,0.0,0.0
30,41,2019,6,Lagged,6,0.0,6,0,0.0,0.0
30,41,2020,6,Lagged,6,-8.4,0,6,-3.6,-4.8
30,41,2015,7,Constant,12,0.0,0,12,0.0,0.0
30,41,2016,7,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,7,Constant,30,0.0,6,24,0.0,0.0
30,41,2018,7,Constant,6,0.0,0,6,0.0,0.0
30,41,2019,7,Constant,6,0.0,6,0,0.0,0.0
30,41,2020,7,Constant,24,9.6,6,18,2.4,7.2
30,41,2015,7,Lagged,12,0.0,0,12,0.0,0.0
30,41,2016,7,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,7,Lagged,30,0.0,6,24,0.0,0.0
30,41,2018,7,Lagged,6,0.0,0,6,0.0,0.0
30,41,2019,7,Lagged,6,0.0,6,0,0.0,0.0
30,41,2020,7,Lagged,24,9.6,6,18,2.4,7.2
30,41,2015,8,Constant,18,0.0,0,18,0.0,0.0
30,41,2016,8,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,8,Constant,36,0.0,30,6,0.0,0.0
30,41,2018,8,Constant,6,0.0,0,6,0.0,0.0
30,41,2019,8,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,8,Constant,30,10.8,0,30,-7.2,18.0
30,41,2015,8,Lagged,18,0.0,0,18,0.0,0.0
30,41,2016,8,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,8,Lagged,36,0.0,30,6,0.0,0.0
30,41,2018,8,Lagged,6,0.0,0,6,0.0,0.0
30,41,2019,8,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,8,Lagged,30,10.8,0,30,-7.2,18.0
30,41,2015,9,Constant,6,0.0,0,6,0.0,0.0
30,41,2016,9,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,9,Constant,24,0.0,12,12,0.0,0.0
30,41,2018,9,Constant,30,0.0,12,18,0.0,0.0
30,41,2019,9,Constant,24,0.0,6,18,0.0,0.0
30,41,2020,9,Constant,24,4.8,0,24,-7.2,12.0
30,41,2015,9,Lagged,6,0.0,0,6,0.0,0.0
30,41,2016,9,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,9,Lagged,24,0.0,12,12,0.0,0.0
30,41,2018,9,Lagged,30,0.0,12,18,0.0,0.0
30,41,2019,9,Lagged,24,0.0,6,18,0.0,0.0
30,41,2020,9,Lagged,24,4.8,0,24,-7.2,12.0
30,41,2015,10,Constant,0,0.0,0,0,0.0,0.0
30,41,2016,10,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,10,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,10,Constant,18,0.0,6,12,0.0,0.0
30,41,2019,10,Constant,42,0.0,12,30,0.0,0.0
30,41,2020,10,Constant,24,8.4,6,18,1.2,7.2
30,41,2015,10,Lagged,0,0.0,0,0,0.0,0.0
30,41,2016,10,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,10,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,10,Lagged,18,0.0,6,12,0.0,0.0
30,41,2019,10,Lagged,42,0.0,12,30,0.0,0.0
30,41,2020,10,Lagged,24,8.4,6,18,1.2,7.2
30,41,2015,11,Constant,24,0.0,6,18,0.0,0.0
30,41,2016,11,Constant,6,0.0,6,0,0.0,0.0
30,41,2017,11,Constant,12,0.0,0,12,0.0,0.0
30,41,2018,11,Constant,36,0.0,18,18,0.0,0.0
30,41,2019,11,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,11,Constant,18,-1.2,0,18,-6.0,4.8
30,41,2015,11,Lagged,24,0.0,6,18,0.0,0.0
30,41,2016,11,Lagged,6,0.0,6,0,0.0,0.0
30,41,2017,11,Lagged,12,0.0,0,12,0.0,0.0
30,41,2018,11,Lagged,36,0.0,18,18,0.0,0.0
30,41,2019,11,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,11,Lagged,18,-1.2,0,18,-6.0,4.8
30,41,2015,12,Constant,18,0.0,0,18,0.0,0.0
30,41,2016,12,Constant,12,0.0,0,12,0.0,0.0
30,41,2017,12,Constant,30,0.0,12,18,0.0,0.0
30,41,2018,12,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,12,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,12,Constant,30,12.0,12,18,8.4,3.6
30,41,2015,12,Lagged,18,0.0,0,18,0.0,0.0
30,41,2016,12,Lagged,12,0.0,0,12,0.0,0.0
30,41,2017,12,Lagged,30,0.0,12,18,0.0,0.0
30,41,2018,12,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,12,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,12,Lagged,30,12.0,12,18,8.4,3.6
30,41,2015,13,Constant,24,0.0,12,12,0.0,0.0
30,41,2016,13,Constant,6,0.0,6,0,0.0,0.0
30,41,2017,13,Constant,12,0.0,0,12,0.0,0.0
30,41,2018,13,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,13,Constant,12,0.0,0,12,0.0,0.0
30,41,2020,13,Constant,12,-1.2,6,6,2.4,-3.6
30,41,2015,13,Lagged,24,0.0,12,12,0.0,0.0
30,41,2016,13,Lagged,6,0.0,6,0,0.0,0.0
30,41,2017,13,Lagged,12,0.0,0,12,0.0,0.0
30,41,2018,13,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,13,Lagged,12,0.0,0,12,0.0,0.0
30,41,2020,13,Lagged,12,-1.2,6,6,2.4,-3.6
30,41,2015,14,Constant,18,0.0,0,18,0.0,0.0
30,41,2016,14,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,14,Constant,30,0.0,12,18,0.0,0.0
30,41,2018,14,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,14,Constant,12,0.0,6,6,0.0,0.0
30,41,2020,14,Constant,0,-18.0,0,0,-4.8,-13.2
30,41,2015,14,Lagged,18,0.0,0,18,0.0,0.0
30,41,2016,14,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,14,Lagged,30,0.0,12,18,0.0,0.0
30,41,2018,14,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,14,Lagged,12,0.0,6,6,0.0,0.0
30,41,2020,14,Lagged,0,-18.0,0,0,-4.8,-13.2
30,41,2015,15,Constant,36,0.0,6,30,0.0,0.0
30,41,2016,15,Constant,18,0.0,12,6,0.0,0.0
30,41,2017,15,Constant,12,0.0,0,12,0.0,0.0
30,41,2018,15,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,15,Constant,24,0.0,0,24,0.0,0.0
30,41,2020,15,Constant,24,3.6,0,24,-3.6,7.2
30,41,2015,15,Lagged,36,0.0,6,30,0.0,0.0
30,41,2016,15,Lagged,18,0.0,12,6,0.0,0.0
30,41,2017,15,Lagged,12,0.0,0,12,0.0,0.0
30,41,2018,15,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,15,Lagged,24,0.0,0,24,0.0,0.0
30,41,2020,15,Lagged,24,3.6,0,24,-3.6,7.2
30,41,2015,16,Constant,30,0.0,12,18,0.0,0.0
30,41,2016,16,Constant,18,0.0,0,18,0.0,0.0
30,41,2017,16,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,16,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,16,Constant,36,0.0,0,36,0.0,0.0
30,41,2020,16,Constant,18,-2.4,6,12,2.4,-4.8
30,41,2015,16,Lagged,30,0.0,12,18,0.0,0.0
30,41,2016,16,Lagged,18,0.0,0,18,0.0,0.0
30,41,2017,16,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,16,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,16,Lagged,36,0.0,0,36,0.0,0.0
30,41,2020,16,Lagged,18,-2.4,6,12,2.4,-4.8
30,41,2015,17,Constant,18,0.0,12,6,0.0,0.0
30,41,2016,17,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,17,Constant,6,0.0,6,0,0.0,0.0
30,41,2018,17,Constant,24,0.0,6,18,0.0,0.0
30,41,2019,17,Constant,30,0.0,12,18,0.0,0.0
30,41,2020,17,Constant,18,0.0,0,18,-8.4,8.4
30,41,2015,17,Lagged,18,0.0,12,6,0.0,0.0
30,41,2016,17,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,17,Lagged,6,0.0,6,0,0.0,0.0
30,41,2018,17,Lagged,24,0.0,6,18,0.0,0.0
30,41,2019,17,Lagged,30,0.0,12,18,0.0,0.0
30,41,2020,17,Lagged,18,0.0,0,18,-8.4,8.4
30,41,2015,18,Constant,24,0.0,18,6,0.0,0.0
30,41,2016,18,Constant,18,0.0,12,6,0.0,0.0
30,41,2017,18,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,18,Constant,24,0.0,6,18,0.0,0.0
30,41,2019,18,Constant,12,0.0,0,12,0.0,0.0
30,41,2020,18,Constant,6,-10.8,0,6,-7.2,-3.6
30,41,2015,18,Lagged,24,0.0,18,6,0.0,0.0
30,41,2016,18,Lagged,18,0.0,12,6,0.0,0.0
30,41,2017,18,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,18,Lagged,24,0.0,6,18,0.0,0.0
30,41,2019,18,Lagged,12,0.0,0,12,0.0,0.0
30,41,2020,18,Lagged,6,-10.8,0,6,-7.2,-3.6
30,41,2015,19,Constant,12,0.0,6,6,0.0,0.0
30,41,2016,19,Constant,24,0.0,6,18,0.0,0.0
30,41,2017,19,Constant,12,0.0,6,6,0.0,0.0
30,41,2018,19,Constant,18,0.0,0,18,0.0,0.0
30,41,2019,19,Constant,6,0.0,6,0,0.0,0.0
30,41,2020,19,Constant,6,-8.4,0,6,-4.8,-3.6
30,41,2015,19,Lagged,12,0.0,6,6,0.0,0.0
30,41,2016,19,Lagged,24,0.0,6,18,0.0,0.0
30,41,2017,19,Lagged,12,0.0,6,6,0.0,0.0
30,41,2018,19,Lagged,18,0.0,0,18,0.0,0.0
30,41,2019,19,Lagged,6,0.0,6,0,0.0,0.0
30,41,2020,19,Lagged,6,-8.4,0,6,-4.8,-3.6
30,41,2015,20,Constant,6,0.0,0,6,0.0,0.0
30,41,2016,20,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,20,Constant,18,0.0,6,12,0.0,0.0
30,41,2018,20,Constant,0,0.0,0,0,0.0,0.0
30,41,2019,20,Constant,6,0.0,0,6,0.0,0.0
30,41,2020,20,Constant,12,2.4,0,12,-2.4,4.8
30,41,2015,20,Lagged,6,0.0,0,6,0.0,0.0
30,41,2016,20,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,20,Lagged,18,0.0,6,12,0.0,0.0
30,41,2018,20,Lagged,0,0.0,0,0,0.0,0.0
30,41,2019,20,Lagged,6,0.0,0,6,0.0,0.0
30,41,2020,20,Lagged,12,2.4,0,12,-2.4,4.8
30,41,2015,21,Constant,48,0.0,6,42,0.0,0.0
30,41,2016,21,Constant,18,0.0,18,0,0.0,0.0
30,41,2017,21,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,21,Constant,6,0.0,6,0,0.0,0.0
30,41,2019,21,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,21,Constant,24,4.8,0,24,-6.0,10.8
30,41,2015,21,Lagged,48,0.0,6,42,0.0,0.0
30,41,2016,21,Lagged,18,0.0,18,0,0.0,0.0
30,41,2017,21,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,21,Lagged,6,0.0,6,0,0.0,0.0
30,41,2019,21,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,21,Lagged,24,4.8,0,24,-6.0,10.8
30,41,2015,22,Constant,18,0.0,0,18,0.0,0.0
30,41,2016,22,Constant,36,0.0,6,30,0.0,0.0
30,41,2017,22,Constant,0,0.0,0,0,0.0,0.0
30,41,2018,22,Constant,6,0.0,0,6,0.0,0.0
30,41,2019,22,Constant,30,0.0,6,24,0.0,0.0
30,41,2020,22,Constant,6,-12.0,6,0,3.6,-15.6
30,41,2015,22,Lagged,18,0.0,0,18,0.0,0.0
30,41,2016,22,Lagged,36,0.0,6,30,0.0,0.0
30,41,2017,22,Lagged,0,0.0,0,0,0.0,0.0
30,41,2018,22,Lagged,6,0.0,0,6,0.0,0.0
30,41,2019,22,Lagged,30,0.0,6,24,0.0,0.0
30,41,2020,22,Lagged,6,-12.0,6,0,3.6,-15.6
30,41,2015,23,Constant,12,0.0,6,6,0.0,0.0
30,41,2016,23,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,23,Constant,18,0.0,12,6,0.0,0.0
30,41,2018,23,Constant,6,0.0,6,0,0.0,0.0
30,41,2019,23,Constant,24,0.0,0,24,0.0,0.0
30,41,2020,23,Constant,12,-2.4,0,12,-6.0,3.6
30,41,2015,23,Lagged,12,0.0,6,6,0.0,0.0
30,41,2016,23,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,23,Lagged,18,0.0,12,6,0.0,0.0
30,41,2018,23,Lagged,6,0.0,6,0,0.0,0.0
30,41,2019,23,Lagged,24,0.0,0,24,0.0,0.0
30,41,2020,23,Lagged,12,-2.4,0,12,-6.0,3.6
30,41,2015,24,Constant,6,0.0,6,0,0.0,0.0
30,41,2016,24,Constant,30,0.0,12,18,0.0,0.0
30,41,2017,24,Constant,12,0.0,6,6,0.0,0.0
30,41,2018,24,Constant,0,0.0,0,0,0.0,0.0
30,41,2019,24,Constant,30,0.0,24,6,0.0,0.0
30,41,2020,24,Constant,18,2.4,6,12,-3.6,6.0
30,41,2015,24,Lagged,6,0.0,6,0,0.0,0.0
30,41,2016,24,Lagged,30,0.0,12,18,0.0,0.0
30,41,2017,24,Lagged,12,0.0,6,6,0.0,0.0
30,41,2018,24,Lagged,0,0.0,0,0,0.0,0.0
30,41,2019,24,Lagged,30,0.0,24,6,0.0,0.0
30,41,2020,24,Lagged,18,2.4,6,12,-3.6,6.0
30,41,2015,25,Constant,6,0.0,0,6,0.0,0.0
30,41,2016,25,Constant,30,0.0,0,30,0.0,0.0
30,41,2017,25,Constant,12,0.0,12,0,0.0,0.0
30,41,2018,25,Constant,18,0.0,0,18,0.0,0.0
30,41,2019,25,Constant,6,0.0,0,6,0.0,0.0
30,41,2020,25,Constant,12,-2.4,0,12,-2.4,0.0
30,41,2015,25,Lagged,6,0.0,0,6,0.0,0.0
30,41,2016,25,Lagged,30,0.0,0,30,0.0,0.0
30,41,2017,25,Lagged,12,0.0,12,0,0.0,0.0
30,41,2018,25,Lagged,18,0.0,0,18,0.0,0.0
30,41,2019,25,Lagged,6,0.0,0,6,0.0,0.0
30,41,2020,25,Lagged,12,-2.4,0,12,-2.4,0.0
30,41,2015,26,Constant,12,0.0,0,12,0.0,0.0
30,41,2016,26,Constant,30,0.0,18,12,0.0,0.0
30,41,2017,26,Constant,24,0.0,0,24,0.0,0.0
30,41,2018,26,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,26,Constant,30,0.0,0,30,0.0,0.0
30,41,2020,26,Constant,6,-15.6,0,6,-4.8,-10.8
30,41,2015,26,Lagged,12,0.0,0,12,0.0,0.0
30,41,2016,26,Lagged,30,0.0,18,12,0.0,0.0
30,41,2017,26,Lagged,24,0.0,0,24,0.0,0.0
30,41,2018,26,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,26,Lagged,30,0.0,0,30,0.0,0.0
30,41,2020,26,Lagged,6,-15.6,0,6,-4.8,-10.8
30,41,2015,27,Constant,6,0.0,6,0,0.0,0.0
30,41,2016,27,Constant,0,0.0,0,0,0.0,0.0
30,41,2017,27,Constant,30,0.0,0,30,0.0,0.0
30,41,2018,27,Constant,36,0.0,12,24,0.0,0.0
30,41,2019,27,Constant,24,0.0,12,12,0.0,0.0
30,41,2020,27,Constant,0,-19.2,0,0,-6.0,-13.2
30,41,2015,27,Lagged,6,0.0,6,0,0.0,0.0
30,41,2016,27,Lagged,0,0.0,0,0,0.0,0.0
30,41,2017,27,Lagged,30,0.0,0,30,0.0,0.0
30,41,2018,27,Lagged,36,0.0,12,24,0.0,0.0
30,41,2019,27,Lagged,24,0.0,12,12,0.0,0.0
30,41,2020,27,Lagged,0,-19.2,0,0,-6.0,-13.2
30,41,2015,28,Constant,6,0.0,0,6,0.0,0.0
30,41,2016,28,Constant,24,0.0,0,24,0.0,0.0
30,41,2017,28,Constant,30,0.0,6,24,0.0,0.0
30,41,2018,28,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,28,Constant,24,0.0,12,12,0.0,0.0
30,41,2020,28,Constant,12,-7.2,0,12,-3.6,-3.6
30,41,2015,28,Lagged,6,0.0,0,6,0.0,0.0
30,41,2016,28,Lagged,24,0.0,0,24,0.0,0.0
30,41,2017,28,Lagged,30,0.0,6,24,0.0,0.0
30,41,2018,28,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,28,Lagged,24,0.0,12,12,0.0,0.0
30,41,2020,28,Lagged,12,-7.2,0,12,-3.6,-3.6
30,41,2015,29,Constant,12,0.0,0,12,0.0,0.0
30,41,2016,29,Constant,24,0.0,6,18,0.0,0.0
30,41,2017,29,Constant,0,0.0,0,0,0.0,0.0
30,41,2018,29,Constant,18,0.0,12,6,0.0,0.0
30,41,2019,29,Constant,18,0.0,6,12,0.0,0.0
30,41,2020,29,Constant,6,-8.4,0,6,-4.8,-3.6
30,41,2015,29,Lagged,12,0.0,0,12,0.0,0.0
30,41,2016,29,Lagged,24,0.0,6,18,0.0,0.0
30,41,2017,29,Lagged,0,0.0,0,0,0.0,0.0
30,41,2018,29,Lagged,18,0.0,12,6,0.0,0.0
30,41,2019,29,Lagged,18,0.0,6,12,0.0,0.0
30,41,2020,29,Lagged,6,-8.4,0,6,-4.8,-3.6
30,41,2015,30,Constant,18,0.0,6,12,0.0,0.0
30,41,2016,30,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,30,Constant,0,0.0,0,0,0.0,0.0
30,41,2018,30,Constant,18,0.0,6,12,0.0,0.0
30,41,2019,30,Constant,12,0.0,0,12,0.0,0.0
30,41,2020,30,Constant,0,-12.0,0,0,-3.6,-8.4
30,41,2015,30,Lagged,18,0.0,6,12,0.0,0.0
30,41,2016,30,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,30,Lagged,0,0.0,0,0,0.0,0.0
30,41,2018,30,Lagged,18,0.0,6,12,0.0,0.0
30,41,2019,30,Lagged,12,0.0,0,12,0.0,0.0
30,41,2020,30,Lagged,0,-12.0,0,0,-3.6,-8.4
30,41,2015,31,Constant,18,0.0,6,12,0.0,0.0
30,41,2016,31,Constant,12,0.0,12,0,0.0,0.0
30,41,2017,31,Constant,30,0.0,18,12,0.0,0.0
30,41,2018,31,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,31,Constant,12,0.0,6,6,0.0,0.0
30,41,2020,31,Constant,0,-16.8,0,0,-9.6,-7.2
30,41,2015,31,Lagged,18,0.0,6,12,0.0,0.0
30,41,2016,31,Lagged,12,0.0,12,0,0.0,0.0
30,41,2017,31,Lagged,30,0.0,18,12,0.0,0.0
30,41,2018,31,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,31,Lagged,12,0.0,6,6,0.0,0.0
30,41,2020,31,Lagged,0,-16.8,0,0,-9.6,-7.2
30,41,2015,32,Constant,24,0.0,0,24,0.0,0.0
30,41,2016,32,Constant,12,0.0,6,6,0.0,0.0
30,41,2017,32,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,32,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,32,Constant,24,0.0,12,12,0.0,0.0
30,41,2020,32,Constant,0,-15.6,0,0,-4.8,-10.8
30,41,2015,32,Lagged,24,0.0,0,24,0.0,0.0
30,41,2016,32,Lagged,12,0.0,6,6,0.0,0.0
30,41,2017,32,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,32,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,32,Lagged,24,0.0,12,12,0.0,0.0
30,41,2020,32,Lagged,0,-15.6,0,0,-4.8,-10.8
30,41,2015,33,Constant,12,0.0,12,0,0.0,0.0
30,41,2016,33,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,33,Constant,6,0.0,6,0,0.0,0.0
30,41,2018,33,Constant,6,0.0,0,6,0.0,0.0
30,41,2019,33,Constant,6,0.0,0,6,0.0,0.0
30,41,2020,33,Constant,0,-9.6,0,0,-4.8,-4.8
30,41,2015,33,Lagged,12,0.0,12,0,0.0,0.0
30,41,2016,33,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,33,Lagged,6,0.0,6,0,0.0,0.0
30,41,2018,33,Lagged,6,0.0,0,6,0.0,0.0
30,41,2019,33,Lagged,6,0.0,0,6,0.0,0.0
30,41,2020,33,Lagged,0,-9.6,0,0,-4.8,-4.8
30,41,2015,34,Constant,6,0.0,6,0,0.0,0.0
30,41,2016,34,Constant,42,0.0,24,18,0.0,0.0
30,41,2017,34,Constant,0,0.0,0,0,0.0,0.0
30,41,2018,34,Constant,6,0.0,0,6,0.0,0.0
30,41,2019,34,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,34,Constant,0,-14.4,0,0,-6.0,-8.4
30,41,2015,34,Lagged,6,0.0,6,0,0.0,0.0
30,41,2016,34,Lagged,42,0.0,24,18,0.0,0.0
30,41,2017,34,Lagged,0,0.0,0,0,0.0,0.0
30,41,2018,34,Lagged,6,0.0,0,6,0.0,0.0
30,41,2019,34,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,34,Lagged,0,-14.4,0,0,-6.0,-8.4
30,41,2015,35,Constant,0,0.0,0,0,0.0,0.0
30,41,2016,35,Constant,0,0.0,0,0,0.0,0.0
30,41,2017,35,Constant,18,0.0,6,12,0.0,0.0
30,41,2018,35,Constant,12,0.0,0,12,0.0,0.0
30,41,2019,35,Constant,0,0.0,0,0,0.0,0.0
30,41,2020,35,Constant,0,-6.0,0,0,-1.2,-4.8
30,41,2015,35,Lagged,0,0.0,0,0,0.0,0.0
30,41,2016,35,Lagged,0,0.0,0,0,0.0,0.0
30,41,2017,35,Lagged,18,0.0,6,12,0.0,0.0
30,41,2018,35,Lagged,12,0.0,0,12,0.0,0.0
30,41,2019,35,Lagged,0,0.0,0,0,0.0,0.0
30,41,2020,35,Lagged,0,-6.0,0,0,-1.2,-4.8
30,41,2015,36,Constant,6,0.0,6,0,0.0,0.0
30,41,2016,36,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,36,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,36,Constant,18,0.0,0,18,0.0,0.0
30,41,2019,36,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,36,Constant,0,-13.2,0,0,-2.4,-10.8
30,41,2015,36,Lagged,6,0.0,6,0,0.0,0.0
30,41,2016,36,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,36,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,36,Lagged,18,0.0,0,18,0.0,0.0
30,41,2019,36,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,36,Lagged,0,-13.2,0,0,-2.4,-10.8
30,41,2015,37,Constant,12,0.0,12,0,0.0,0.0
30,41,2016,37,Constant,6,0.0,6,0,0.0,0.0
30,41,2017,37,Constant,12,0.0,6,6,0.0,0.0
30,41,2018,37,Constant,24,0.0,12,12,0.0,0.0
30,41,2019,37,Constant,18,0.0,6,12,0.0,0.0
30,41,2020,37,Constant,0,-14.4,0,0,-8.4,-6.0
30,41,2015,37,Lagged,12,0.0,12,0,0.0,0.0
30,41,2016,37,Lagged,6,0.0,6,0,0.0,0.0
30,41,2017,37,Lagged,12,0.0,6,6,0.0,0.0
30,41,2018,37,Lagged,24,0.0,12,12,0.0,0.0
30,41,2019,37,Lagged,18,0.0,6,12,0.0,0.0
30,41,2020,37,Lagged,0,-14.4,0,0,-8.4,-6.0
30,41,2015,38,Constant,30,0.0,12,18,0.0,0.0
30,41,2016,38,Constant,18,0.0,6,12,0.0,0.0
30,41,2017,38,Constant,6,0.0,0,6,0.0,0.0
30,41,2018,38,Constant,12,0.0,6,6,0.0,0.0
30,41,2019,38,Constant,18,0.0,0,18,0.0,0.0
30,41,2020,38,Constant,0,-16.8,0,0,-4.8,-12.0
30,41,2015,38,Lagged,30,0.0,12,18,0.0,0.0
30,41,2016,38,Lagged,18,0.0,6,12,0.0,0.0
30,41,2017,38,Lagged,6,0.0,0,6,0.0,0.0
30,41,2018,38,Lagged,12,0.0,6,6,0.0,0.0
30,41,2019,38,Lagged,18,0.0,0,18,0.0,0.0
30,41,2020,38,Lagged,0,-16.8,0,0,-4.8,-12.0
30,41,2015,39,Constant,24,0.0,0,24,0.0,0.0
30,41,2016,39,Constant,6,0.0,0,6,0.0,0.0
30,41,2017,39,Constant,18,0.0,0,18,0.0,0.0
30,41,2018,39,Constant,42,0.0,12,30,0.0,0.0
30,41,2019,39,Constant,24,0.0,12,12,0.0,0.0
30,41,2020,39,Constant,0,-22.8,0,0,-4.8,-18.0
30,41,2015,39,Lagged,24,0.0,0,24,0.0,0.0
30,41,2016,39,Lagged,6,0.0,0,6,0.0,0.0
30,41,2017,39,Lagged,18,0.0,0,18,0.0,0.0
30,41,2018,39,Lagged,42,0.0,12,30,0.0,0.0
30,41,2019,39,Lagged,24,0.0,12,12,0.0,0.0
30,41,2020,39,Lagged,0,-22.8,0,0,-4.8,-18.0
30,41,2015,40,Constant,12,0.0,0,12,0.0,0.0
30,41,2016,40,Constant,0,0.0,0,0,0.0,0.0
30,41,2017,40,Constant,30,0.0,6,24,0.0,0.0
30,41,2018,40,Constant,0,0.0,0,0,0.0,0.0
30,41,2019,40,Constant,30,0.0,6,24,0.0,0.0
30,41,2020,40,Constant,0,-14.4,0,0,-2.4,-12.0
30,41,2015,40,Lagged,12,0.0,0,12,0.0,0.0
30,41,2016,40,Lagged,0,0.0,0,0,0.0,0.0
30,41,2017,40,Lagged,30,0.0,6,24,0.0,0.0
30,41,2018,40,Lagged,0,0.0,0,0,0.0,0.0
